class_name,subject_name,subject_order,chapter_name,chapter_order,topic_name,topic_type,topic_description,content_type,content_url
Class 6,English,1,The Raven and the Fox,2,True or False,INTERACTIVE,Check if these statements are true or false.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25381294-the_raven_and_the_fox_true_or_false.html""></iframe>"
Class 6,English,1,The Raven and the Fox,2,Fill in the Blanks,INTERACTIVE,Fill in the blanks with the correct word.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25440454-ncert_6_english_1_fill_in_the_blanks.html""></iframe>"
Class 6,English,1,The Raven and the Fox,2,Multiple Choice Questions,INTERACTIVE,Choose the correct answer for each of the questions.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25440517-raven_and_fox_quiz.html""></iframe>"
Class 6,English,1,The Raven and the Fox,2,Matching Activity,INTERACTIVE,Match each word with its opposite term.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25440543-word_pairs_related_concepts.html""></iframe>"
Class 6,English,1,The Raven and the Fox,2,Learn the Keywords,INTERACTIVE,Match the keywords and their definitions.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97837/332/122"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,The Raven and the Fox,2,Multiple Choice Questions,INTERACTIVE,Open each box and choose the correct answer for each of the questions.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97837/711/684"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,Rama to the Rescue,3,True or False,INTERACTIVE,Check if these statements are true or false.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25381295-night_thief_true_or_false.html""></iframe>"
Class 6,English,1,Rama to the Rescue,3,Multiple Choice Questions,INTERACTIVE,Choose the correct answer for each of the questions.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25440628-rama_and_the_robbery_quick_quiz.html""></iframe>"
Class 6,English,1,Rama to the Rescue,3,Learn the Keywords,INTERACTIVE,Rearrange the letters to make these keywords using their definitions as clues.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97837/781/778"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,Rama to the Rescue,3,Sorting Activity,INTERACTIVE,Sort these statements into the correct groups.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97838/084/805"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,Rama to the Rescue,3,Fill in the Blanks,INTERACTIVE,Fill in the blanks with the present progressive tense of the verb.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97838/230/628"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,Rama to the Rescue,3,Multiple Choice Questions,INTERACTIVE,Fill in the blanks with the correct word - adjective or adverb.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97838/388/929"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,True or False,INTERACTIVE,Check if these statements are true or false.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25381296-true_or_false_gajaraj_buntee.html""></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,Multiple Choice Questions,INTERACTIVE,Choose the correct answer for each of the questions.,IFRAME,"<iframe allow=""fullscreen; autoplay; allow-top-navigation-by-user-activation"" allowfullscreen width=""795"" height=""690"" frameborder=""0"" src=""https://www.educaplay.com/game/25440847-gajaraj_and_buntee_story_quiz.html""></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,Arrange in Order,INTERACTIVE,Sort these sentences in the correct order of the story.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97838/897/898"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,Learn the Keywords,INTERACTIVE,Match the keywords and their definitions.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97838/555/721"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,Fill in the Blanks,INTERACTIVE,Fill in the blanks with the correct words.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97839/268/260"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
Class 6,English,1,The Unlikely Best Friends,4,Guess the Word,INTERACTIVE,Guess the letters to make the opposites of these words.,IFRAME,"<iframe style=""max-width:100%"" src=""https://wordwall.net/embed/play/97839/497/618"" width=""500"" height=""380"" frameborder=""0"" allowfullscreen></iframe>"
